stage_name,family_birth_name,given_first_name,gender,role_type,start_year,end_year,birth_year,death_year,birth_country,,,,,,
Kelly LeBrock,LeBrock,Kelly,F,model,1984,,,,USA,,,,,,
Francis Lederer,Lederer,Francis,M,lead,1928,1959,1906,,Czechoslovakia,,,,,,
Otto Lederer,,,M,,,,,,,,,,,,
Anna Lee,Winnifrith,Joanna,F,lead,1932,1967,1914,,Great Britain,,,,,,
Berlinda Lee,Lee,Berlinda,F,blonde starlet,1954,1961,1935,1961,Great Britain,,,,,,
Bill Lee,Lee,Bill,M,musician,1987,1990,1928,,USA,,,,,,
Bernard Lee,Lee,Bernard,M,agent, sergeant,1935,,1908,1981,Great Britain,,,,,
Brandon Lee,Lee,Brandon,M,martial-arts fighter,1991,,1964,1992,USA,,,,,,
Bruce Lee,Lee,Bruce,M,diminutive martial-arts fighter,1969,1979,1940,1973,USA,,,,,,
Canada Lee,Canegata,Lionel,M,black,1943,1952,1907,1952,USA,,,,,,
Carl Lee,,,M,,,,,,,,,,,,
China Lee,,,F,sexy,,,,,,,,,,,
Christopher Lee,Lee,Christopher,M,sinister,1947,1983,1922,,Great Britain,,,,,,
Cinque Lee,Lee,Cinque,,,1989,,,,USA,,,,,,
Cynthia Lee,,,F,,,,,,,,,,,,
Davey Lee,Lee,Davey,M,child actor,1928,1930,1925,,USA,,,,,,
Dixie Lee,Wyatt,Wilma,F,lead,1924,1935,1911,1952,USA,,,,,,
Dorothy Lee,Lee,Dorothy,F,lead,1929,1939,1911,,USA,,,,,,
Gypsy Rose Lee,Hovick,Louise,F,burlesque queen,1937,1966,1913,1970,USA,,,,,,
Joie Lee,Lee,Joie,F,,1987,1990,,,USA,,,,,,
Mark Lee,,,M,,,,,,,,,,,,
Michele Lee,Dusiak,Michele,F,lead,1967,1980,1942,,USA,,,,,,
Robbie Lee,,,,,,,,,,,,,,,
Pinky Lee,,,M,cowboy,,,,,,,,,,,
Spike,Lee,Spike,M,hep,1987,1990,,,USA,,,,,,
Richard Leech,McClelland,Richard,M,officer,1955,1966,1922,,Great Britain,,,,,,
Andrea Leeds,Lees,Antoinette,F,lead,1936,1939,1914,,USA,,,,,,
Thelma Leeds,Leeds,Thelma,F,singer,1936,193,1914,,USA,,,,,,
Roger Leenhardt,,,M,,,,,,,,,,,,
Eva leGallienne,Eva,le Gallienne,F,sr,1959,,,1991,,,,,,,
Beatrix Lehman,,,F,,,,,,,,,,,,
Fritz Leiber,Leiber,Fritz,M,Shakespearean,1935,1948,1883,1949,USA,,,,,,
Ron Leibman,Leibman,Ron,M,character,1972,1981,1937,,USA,,,,,,
Don Leifert,,,M,,,,,,,,,,,,
Janet Leigh,Morrison,Jeanette,F,heroine,1960,,1927,,USA,,,,,,
Jennifer Jason Leigh,Morrow,Jennifer,F,vice maiden victim,1982,1990,1961,,USA,,,,,,
Vivien Leigh,Hartley,Vivien,F,beauty,1934,1965,1913,1967,Great Britain,,,,,,
Barbara LeighHunt,Leigh-Hunt,Barbara,F,character,1953,1972,1935,,Great Britain,,,,,,
Margaret Leighton,Leighton,Margaret,F,lead,1948,1975,1922,1976,Great Britain,,,,,,
Tom Leindecker,,,M,,,,,,,,,,,,
Frederick Leister,Leister,Frederick,M,character,1930,1963,1885,1970,Great Britain,,,,,,
Donovan Leitch,Leitch,Donovan,M,sr,1993,,,,,,,,,,
Virginia Leith,Leith,Virginia,F,lead,1954,1977,1932,,USA,,,,,,
Paul LeMat,Le Mat,Paul,M,lead,1974,1983,1952,,USA,,,,,,
Harvey Lembeck,Lembeck,Harvey,M,character,1951,1977,1925,1982,USA,,,,,,
Michael Lembeck,,,M,,,,,,,,,,,,
Jack Lemmon,Lemmon,Jack,M,comedian lead,1953,1982,1925,,USA,,,,,,
Meadowlark Lemon,,,,,,,,,,,,,,,
John Lennon,,,M,,,,,,,,,,,,
Jean Lenoir,,,F,,,,,,,,,,,,
Rula Lenska,Lenska,Rula,F,lead,1973,1976,,,Great Britain,,,,,,
Leib Lensky,,,M,,,,,,,,,,,,
Lotte Lenya,Blamauer,Caroline,F,character,1931,1977,1899,1981,Austria,,,,,,
Kay Lenz,Lenz,Kay,F,lead,1973,1979,1953,,USA,,,,,,
Rick Lenz,Lenz,Rick,M,,1970,1976,1939,,USA,,,,,,
Valerie Leon,Leon,Valerie,F,lead,1967,1978,,,Great Britain,,,,,,
Murray Leonard,Leonard,Murray,M,burlesque comedian,1944,1955,1898,1970,USA,,,,,,
Sheldon Leonard,Bershad,Sheldon,M,Runyonesque gansters,1939,1978,1907,,USA,,,,,,
Tea Leoni,Leoni,Tea,F,,1998,,,,,,,,,,
Michael Lerner,Lerner,Michael,M,character,1970,1983,,,USA,,,,,,
Madeleine Leroux,Leroux,Madeleine,,,1919,,,,France,,,,,,
Joan Leslie,Brodell,Joan,F,pert, pretty lead dancer,1936,,1925,,USA,,,,,
Bob Lesser,,,M,,,,,,,,,,,,
Bruce Lester,Lister,Bruce,M,lead,1934,1954,1912,,South Africa,,,,,,
Buddy Lester,,,M,,,,,,,,,,,,
Mark Lester,Lester,Mark,M,innocent-looking child,1964,1977,1958,,Great Britain,,,,,,
Al Lettieri,Lettieri,Al,M,,1968,1975,1927,1975,USA,,,,,,
Oscar Levant,Levant,Oscar,M,grouchy, neurotic,1929,,1906,1972,USA,,,,,
Sam Levene,Levene,Sam,M,Runyonesque roles,1936,1979,1905,1980,USA,,,,,,
David Lewis,,,M,,,,,,,,,,,,
Diana Lewis,Lewis,Diana,F,lead,1934,1943,1915,,USA,,,,,,
Fiona Lewis,Lewis,Fiona,F,lead,1967,1975,1946,,Great Britain,,,,,,
Geoffrey Lewis,,,M,,,,,,,,,,,,
Jenny Lewis,,,F,,,,1975,,,,,,,,
Jerry Lewis,Lewis,Joseph,M,goon,1949,1983,1926,,USA,,,,,,
Jerry Lee Lewis,,,M,,,,,,,,,,,,
Joe Lewis,,,M,,1981,,,,,,,,,,
Ronald Lewis,Lewis,Ronald,M,lead,1955,1974,1928,1982,Great Britain,,,,,,
Sheldon Lewis,Lewis,Sheldon,M,character,1915,1936,1868,1958,USA,,,,,,
Edward Lexy,Little,Edward Gerald,M,character,1937,1958,1897,,Great Britain,,,,,,
Viola Leyel,,,F,,,,,,,,,,,,
John Leyton,Leyton,John,M,dramatic roles,1963,1966,1939,,Great Britain,,,,,,
Brian Libby,,,M,,,,,,,,,,,,
Liberace,,,M,singer,1965,,,1987,USA,,,,,,
Anne Libert,,,F,,,,,,,,,,,,
Jeremy Licht,,,M,,,,,,,,,,,,
Mitchell Lichtenstein,,,M,,,,,,,,,,,,
Anki Liden,,,F,,,,,,,,,,,,
Ron Liebman,,,M,,,,,,,,,,,,
Lo Lieh,,,,,,,,,,,,,,,
Albert Lieven,Lieven,Albert,M,,1937,1965,1906,1971,Germany,,,,,,
Gordon Lightfoot,,,M,,,,,,,,,,,,
Beatrice Lillie,Munston,Constance Sylvia,F,sharp-faced, mischievous,1926,,1898,1989,Great Britain,,,,,
Elmo Lincoln,Linkenhelter,Otto Elmo,M,silent hero,1914,1919,1889,1952,USA,,,,,,
Gunnel Lindblom,Lindblom,Gunnel,F,lead,1956,1971,1931,,Sweden,,,,,,
Eric Linden,Linden,Eric,M,juvenile lead,1932,1939,1909,,USA,,,,,,
Hal Linden,Lipshitz,Harold,M,,,,1932,,USA,,,,,,
Jennie Linden,Linden,Jennie,F,lead,1963,1977,1939,,Great Britain,,,,,,
Cec Linder,Linder,Cec,M,character,1959,1974,1921,,Canada,,,,,,
Max Linder,Leuvielle,Gabriel,M,dapper silent comedian,1907,1925,1883,1925,France,,,,,,
Viveca Lindfors,Lindfors,Viveca,F,,1947,1982,1920,,Sweden,,,,,,
Audra Lindley,Lindley,Audra,F,character,1972,1982,,,USA,,,,,,
Olga Lindo,Lindo,Olga,F,character,1932,1959,1898,1968,Great Britain,,,,,,
Margaret Lindsay,Kies,Margaret,F,lead,1932,1963,1910,1981,USA,,,,,,
Mark LinnBaker,,,M,,,,,,,,,,,,
Leon M. Lion,,,M,,1932,,,,,,,,,,
Eugene Lipinski,,,M,,,,,,,,,,,,
Dennis Lipscomb,,,M,,,,,,,,,,,,
Virna Lisi,Pieralisi,Virna,F,voluptuous,1963,1978,1937,,Italy,,,,,,
Francis Lister,Lister,Francis,F,character,1924,1951,1899,1951,Great Britain,,,,,,
Moira Lister,Lister,Moira,F,lead and character,1944,1967,1923,,South Africa,,,,,,
John Litel,Litel,John,M,character,1929,1965,1895,1972,USA,,,,,,
John Lithgow,,,M,,,,,,,,,,,,
Ann Little,,,DM,innocent,1918,,,,USA,,,,,,
Cleavon Little,Little,Cleavon,M,lithe comedy actor,1968,1972,1939,1992,USA,,,,,,
Lucien Littlefield,Littlefield,Lucien,M,character,1922,1956,1895,1960,USA,,,,,,
Jack Livesey,Livesey,Jack,M,,1933,1951,1901,1961,Great Britain,,,,,,
Roger Livesey,Livesey,Roger,M,husky-voiced, roguish,1920,,1906,1976,Great Britain,,,,,
Sam Livesey,Livesey,Sam,M,,1930,1937,1873,1936,Great Britain,,,,,,
Margaret Livingston,Livingston,Margaret,F,silent lead,1918,1934,1900,,USA,,,,,,
Stanley Livingston,,,M,,,,,,,,,,,,
Desmond Llewellyn,,,M,,,,,,,,,,,,
Christopher Lloyd,,,M,,,,,,,,,,,,
Doris Lloyd,Lloyd,Doris,F,lady,1930,1967,1899,1968,Great Britain,,,,,,
Emily Lloyd,Lloyd,Emily,F,sexy,1987,,,,Great Britain,,,,,,
Harold Lloyd,Lloyd,Harold,M,timid bespectacled `nice' boy,1921,1947,1893,1971,USA,,,,,,
Kathleen Lloyd,,,F,,,,,,,,,,,,
Norman Lloyd,Lloyd,Norman,M,mean,1932,1982,1914,1995,Great Britain,,,,,,
Charles Lloyd-Pack,Pack,Charles,M,self-effacing roles,1951,1972,1905,,Great Britain,,,,,,
Tony LoBianco,LoBianco,Tony,M,character,1970,,,,USA,,,,,,
Philip Locke,,,M,,,,,,,,,,,,
Sondra Locke,Locke,Sondra,F,lead,1976,1990,1947,,USA,,,,,,
Calvin Lockhart,Lockhart,Calvin,M,lead,1968,1974,1934,,W. India,,,,,,
Gene Lockhart,Lockhart,Gene,M,musician, genial, shifty parts,1957,,1891,1957,Canada,,,,
June Lockhart,Lockhart,June,F,supporting,1940,1968,1925,,USA,,,,,,
Kathleen Lockhart,Lockhart,Kathleen,F,character,1936,1954,1893,1978,USA,,,,,,
Heather Locklear,,,F,,,,,,,,,,,,
Gary Lockwood,Yusolfsky,John Gary,M,lead,1961,1977,1937,,USA,,,,,,
Margaret Lockwood,Day,Margaret,F,durable, indomitable,1935,[4.580],1916,1990,Great Britain,,,,,
Barbara Loden,Loden,Barbara,F,sr,1981,,,1980,,,,,,,
John Loder,Lowe,John,M,lead,1929,1958,1898,1988,Great Britain,,,,,,
David Lodge,Lodge,David,M,character,1956,1974,1922,,Great Britain,,,,,,
John Lodge,Lodge,John,M,lead,1932,1939,1903,,USA,,,,,,
Jaqueline Logan,,,F,,,,,,,,,,,,
Robert F. Logan,Logan,Robert,M,brawny hero,1969,1978,,,USA,,,,,,
Robert Loggia,Loggia,Robert,M,lead,1956,1983,1930,,USA,,,,,,
Marie Lohr,Lohr,Marie,F,distinguished,1932,1956,1890,1975,Australia,,,,,,
Gina Lollobrigida,Lollobrigida,Gina,F,wholesome sexpot,1947,1976,1927,,Italy,,,,,,
Herbert Lom,Kuchacevich ze Schluderpacheru,Herbert Charles Angelo,M,villain or kind,1940,1983,1917,,Czechoslovakia,,,,,,
Herbert Lomas,Lomas,Herbert,M,gaunt, hollow-voiced,1932,,1887,1961,Great Britain,,,,,
Karina Lombard,Lombard,Karina,F,sexy,1993,,1969,,USA,,,,,,
Carole Lombard,Peters,Jane,F,charming screwball,1921,1942,1908,1942,USA,,,,,,
Sol Lomita,,,M,,,,,,,,,,,,
Julie London,Peck,Julie,F,singer,1926,,1926,,USA,,,,,,
John Lone,,,M,,,,,,,,,,,,
Audrey Long,Long,Audrey,F,lead,1944,1952,1924,,USA,,,,,,
Avon Long,,,M,,,,,,,,,,,,
Richard Long,Long,Richard,M,lead,1944,1973,1927,1974,USA,,,,,,
Shelley Long,,,,,,,,,,,,,,,
Walter Long,Long,Walter,M,burly, evil-faced,1916,,1879,1952,USA,,,,,
John Longden,Longden,John,M,lead, character,1929,,1900,,Great Britain,,,,,
Terence Longden,Longden,Terence,M,secondary roles,1952,1965,1922,,Great Britain,,,,,,
Claudine Longet,,,F,,,,,,,,,,,,
Ray Lonnen,,,M,,,,,,,,,,,,
Michel Lonsdale,Lonsdale,Michael,M,chubby character,1960,1982,1931,,France,,,,,,
Richard Loo,Loo,Richard,M,oriental roles,1931,1971,1903,1983,USA(Ha-Ch),,,,,,
Herbert Loom,,,M,,,,,,,,,,,,
Nancy Loomis,,,F,,,,,,,,,,,,
Rod Loomis,,,F,,,,,,,,,,,,
Gerry Lopez,,,,,,,,,,,,,,,
Perry Lopez,,,M,,,,,,,,,,,,
Trini Lopez,Lopez,Trini,M,character,1966,1973,1933,,USA,,,,,,
Gail Lorber,,,F,,,,,,,,,,,,
Jack Lord,Ryan,John Joseph,M,craggy-faced,1951,1979,1922,,USA,,,,,,
Marjorie Lord,Lord,Marjorie,F,lead,1938,1966,1922,,USA,,,,,,
Pauline Lord,Lord,Pauline,F,,1935,1936,1890,1950,USA,,,,,,
Traci Lords,,,F,porn,1980,1990,,,,,,,,,
Tony Lorea,,,M,,,,,,,,,,,,
Sophia Loren,Scicoloni,Sophia,F,sexy,1953,1980,1934,,Italy,,,,,,
Marion Lorne,MacDougal,M.L.,F,character comedienne,1951,1968,1886,1968,USA,,,,,,
Peter Lorre,Lowenstein,Laszlo,M,heavy,1929,1964,171][4.666],1904,1964,Hungary,,,,,
Joan Lorring,Ellis,Magdalen,F,nasty teenager,1941,1954,1926,,Hong Kong,,,,,,
Tilly Losch,Losch,Tilly,F,exotic dancer,1936,1946,1901,1975,Austria,,,,,,
Bill Louie,,,M,,,,,,,,,,,,
Joe Louis,,,M,,,,,,,,,,,,
Willard Louis,,,M,,,,,,,,,,,,
Anita Louise,Fremault,Anita Louise,F,gentle roles,1930,1956,1915,1970,USA,,,,,,
Tina Louise,Louise,Tina,F,statuesque lead,1958,1978,1934,,USA,,,,,,
Bessie Love,Horton,Juanita,F,vivacious, petite,1915,,1898,1986,USA,,,,,
Montagu Love,Love,Montagu,M,heavily built, stern father,1916,,1877,1943,Great Britain,,,,,
Phyllis Love,,,F,,,,,,,,,,,,
Frank Lovejoy,Lovejoy,Frank,M,tough roles,1948,1958,1912,1962,USA,,,,,,
Linda Lovelace,Marchiano,Linda,F,lead, porno,1972,,1952,,USA,,,,,
Dyson Lovell,Lovell,Dyson,M,ty,,,,,Great Britain,,,,,,
Raymond Lovell,Lovell,Raymond,M,pompous or sinister,1934,1953,1900,1953,Canada,,,,,,
Lyle Lovett,Lovett,Lyle,M,Agt,1990,1998,1958,,US,,,,,,
Arthur Lowe,Lowe,Arthur,M,rotund,1948,1979,1914,1982,Great Britain,,,,,,
Edmund Lowe,Lowe,Edmund,M,suave lead,1917,1960,1890,1971,USA,,,,,,
Rob Lowe,,,M,,,,,,,,,,,,
Carrie Lowell,Lowell,Carey,F,,,,1964,,USA,,,,,,
Robert Lowery,Hanks,R.L.,M,lead,1937,1966,1916,1971,USA,,,,,,
Lynn Lowry,,,F,,,,,,,,,,,,
Morton Lowry,Lowry,Morton,M,character,1939,1945,1908,,Great Britain,,,,,,
Myrna Loy,Williams,Myrna,F,villain, comedy, warm,1981,[4.1035],1905,1993,USA,,,,
Lisa Lu,,,F,,,,,,,,,,,,
Antonella Lualdi,dePasquale,Antoinetta,F,lead,1952,1975,1931,,Italy,,,,,,
Arthur Lucan,Towle,Arthur,M,comedian,1935,1952,1887,1954,Great Britain,,,,,,
Lisa Lucas,,,F,,,,,,,,,,,,
Wilfred Lucas,Lucas,Wilfred,M,lead,1955,1963,1926,,Great Britain,,,,,,
Deborah Luce,,,F,,,,,,,,,,,,
Corinne Luchaire,Luchaire,Corinne,F,,1938,1938,1921,1950,France,,,,,,
Laurence Luckinbill,Luckinbill,Laurence,M,lead,1970,1980,1934,,USA,,,,,,
Charles Ludlam,Ludlam,Charles,M,sr,1971,,,1987,,,,,,,
Lorna Luft,,,F,,,,,,,,,,,,
Bela Lugosi,Blasko,Bela Ferenc,M,dracula,1923,1956,1882,1956,Hungary,,,,,,
Paul Lukas,Lukacs,Pal,M,suave lead,1928,1968, 280],1887,1971,Hungary,,,,,
Jorge Luke,,,M,,,,,,,,,,,,
Keye Luke,Luke,Keye,M,,1934,1978,1904,1991,China,,,,,,
Aldrick Lukes,,,M,,,,,,,,,,,,
Folco Lulli,Lulli,Folco,M,character,1947,1966,1912,1970,Italy,,,,,,
Lulu,Lawrie,Marie,F,pop singer,1965,1972,1948,,Great Britain,,,,,,
Joanna Lumley,Lumley,Joanna,F,lead,1968,1983,1946,,Great Britain,,,,,,
Dayton Lummis,Lummis,Dayton,M,character,1952,1956,1903,,USA,,,,,,
Barbara Luna,Luna,Barbara,F,beautiful foreigners,1960,1969,1937,,USA,,,,,,
Art Lund,London,Arthur,M,big,1968,,1915,1990,,,,,,,
John Lund,Lund,John,M,stodgy,1946,1960,1913,1992,USA,,,,,,
Alfred Lunt,Lund,Alfred,M,distinguished,1923,1943,1892,1977,USA,,,,,,
Ida Lupino,Lupino,Ida,F,fraught attractive,1933,1976,266],1914,,Great Britain,,,,,
Stanley Lupino,Lupino,Stanley,M,comedian,1932,1939,1893,1932,Great Britain,,,,,,
Paul Lupone,,,M,,,,,,,,,,,,
Alfred Lutter,,,M,,,,,,,,,,,,
Thuy An Luu,,,F,tootsie,1981,,1967,,,,,,,,
Jimmy Lydon,Lydon,James,M,gangling,1938,1958,1923,,USA,,,,,,
Viola Lyel,Lyel,Viola,F,comedy actress,1930,1956,1900,1972,Great Britain,,,,,,
Alfred Lynch,Lynch,Alfred,M,cockney private,1961,1968,1933,,Great Britain,,,,,,
Richard Lynch,Lynch,Richard,M,haughty evil,1973,1982,1936,,USA,,,,,,
Paul Lynde,Lynde,Paul,M,flustered funny-voiced,1953,1973,1926,1982,USA,,,,,,
Robert Lynen,Lynen,Robert,M,child,1932,1938,1921,1944,France,,,,,,
Carol Lynley,Lynley,Carol,F,clean,1958,1983,1942,,USA,,,,,,
Ann Lynn,Lynn,Ann,F,,1960,1969,1934,,Great Britain,,,,,,
Diana Lynn,Loehr,Dolores,F,pert, witty,1939,,1926,1971,USA,,,,,
Jeffrey Lynn,Lind,Ragnar,M,varied,1938,1967,1909,,USA,,,,,,
Leni Lynn,Lynn,Leni,F,singer,1943,1946,1925,,USA,,,,,,
Ralph Lynn,Lynn,Ralph,M,silly monocled ass,1930,1937,1882,1964,Great Britain,,,,,,
Sharon Lynn,Lynn,Sharon,F,lead,1929,1941,1910,1963,USA,,,,,,
Vera Lynn,Lynn,Vera,F,singer,1944,1945,1921,,Great Britain,,,,,,
Ben Lyon,Lyon,Ben,M,amiable,1919,1954,1901,1979,USA,,,,,,
Sue Lyon,Lyon,Sue,F,sexy juvenile,1962,1978,1946,,USA,,,,,,
Tom Lyons,,,M,,,,,,,,,,,,
Bert Lytell,Lytell,Bert,M,silent lead,1917,1943,1888,1954,USA,,,,,,
James MacArthur,MacArthur,James,M,lead,1957,1979,1937,,USA,,,,,,
Ralph Macchio,,,M,,,,,,,,,,,,
Simon MacCorkindale,MacCorkindale,Simon,M,lead,1978,1983,1952,,Great Britain,,,,,,
J.Farrell MacDonald,MacDonald,J.Farrell,M,character,1931,1951,1875,1952,USA,,,,,,
Jeanette MacDonald,MacDonald,Jeanette,F,sweet,1929,1932,,,USA,,,,,,
Andie MacDowell,,,,,,,,,,,,,,,
Niall MacGinnis,MacGinnis,Niall,M,,1935,1969,1913,,Ireland,,,,,,
Jack MacGowran,MacGowran,Jack,M,mean, sharp-featured,1952,,1916,1973,Ireland,,,,,
Ali MacGraw,MacGraw,Alice,F,lead,1968,1983,1938,,USA,,,,,,
Marlena MacGuire,,,F,,,,,,,,,,,,
Stephen Macht,Macht,Stephen,M,heavy-featured,1976,1978,,,USA,,,,,,
Helen Mack,Mack,Helen,F,lead,1924,1945,1913,,USA,,,,,,
Kerry Mack,,,M,,,,,,,,,,,,
Marion Mack,,,F,,,,,,,,,,,,
Dorothy Mackaill,Mackaill,Dorothy,F,lead,1921,1937,1903,,Great Britain,,,,,,
Barry Mackay,Mackay,Barry,M,lead,1934,1955,1906,,Great Britain,,,,,,
Fulton Mackay,Mackay,Fulton,M,,1983,,,1987,,,,,,,
Janet MacLachian,,,F,,,,,,,,,,,,
Kyle MacLachlan,,,M,boyish,,,,,,,,,,,
Sandy Mackendrick,Mackendrick,Alexander,M,,,,1912,,USA,,,,,,
Kenneth MacKenna,Mielziner,Leo,M,general purpose,,,1899,1962,USA,,,,,,
Shirley MacLaine,Beaty,Shirley MacLaine,F,impish dancer,1956,,1934,,USA,,,,,,
Barton MacLane,MacLane,Barton,M,crooked cop, sheriff or ganster,1924,,1900,1969,USA,,,,,
Douglass MacLean,MacLean,Douglass,M,silent comedian,1919,1925,1890,1967,USA,,,,,,
Micheal MacLiammoir,MacLiammoir,Micheal,M,character,1952,1971,1899,1978,Ireland,,,,,,
Jena Malone,Jena,Malone,F,lonely girl,1997,,1984,,,,,,,,
Aline MacMahon,MacMahon,Aline,F,sad-faced, gentle-mannered,1931,,1899,,USA,,,,,
Horace MacMahon,MacMahon,Horace,M,character,1937,1968,1907,1971,USA,,,,,,
Fred MacMurray,MacMurray,Fred,M,likeable, durable,1934,[4.5][4.10],1907,1991,USA,,,,,
Robert MacNaughton,,,M,,,,,,,,,,,,
Patrick MacNee,MacNee,Patrick,M,smooth,1943,1984,1922,,Great Britain,,,,,,
Kristy MacNichol,MacNichol,Kristy,F,juvenile,,,1976,,USA,,,,,,
Peter MacNicol,,,M,,,,,,,,,,,,
Norman Macowan,Macowan,Norman,M,character,1948,1960,1877,1961,Great Britain,,,,,,
Douglas MacPhail,MacPhail,Douglas,M,singer,1936,1942,1910,1944,USA,,,,,,
Elle MacPherson,MacPherson,Elle,F,model,1991,,1966,,USA,,,,,,
Jeanie MacPherson,MacPherson,Jeanie,F,,1908,1937,1878,1946,USA,,,,,,
Duncan Macrae,Macrae,Duncan,M,craggy-faced,1947,1967,1905,1967,Great Britain,,,,,,
Gordon Macrae,Macrae,Gordon,M,singer,1948,1956,1921,1986,USA,,,,,,
Michael Macrae,,,M,,,,,,,,,,,,
George Macready,MaCready,George,M,villain, neurotic or weakling,1942,[18.186],1909,1973,USA,,,,,
Bill Macy,Macy,Bill,M,character,1975,1983,1922,,USA,,,,,,
William H. Macy,Macy,William H. Macy,M,character,1991,1997,,,USA,,,,,,
,,,,,,,,,,,,,,,
Donald Madden,,,M,,1972,,,1983,,,,,,,
Peter Madden,Madden,Peter,M,gaunt,1948,1966,1905,1976,Great Britain,,,,,,
Victor Maddern,Maddern,Victor,M,stocky,1949,1967,1926,,Great Britain,,,,,,
Amy Madigan,,,F,,,,,,,,,,,,
Guy Madison,Moseley,Robert,M,lead,1944,1978,1922,,USA,,,,,,
Noel Madison,Moscovitch,Nathaniel,M,sinister, ganster,1930,,1898,1975,USA,,,,,
Madonna,Ciccone,,F,sexy singer,1990,,1959,,USA,,,,,,
Patrick Magee,Magee,Patrick,M,sinister,1960,1980,1924,1982,Great Britain,,,,,,
Anna Magnani,Magnani,Anna,F,volatile,1934,1969,1907,1973,Italy,,,,,,
George Maharis,Maharis,George,M,intense-looking,1960,1982,1928,,USA,,,,,,
Jock Mahoney,OMahoney,Jacques,M,athletic,1949,1978,1919,,USA,,,,,,
John Mahoney,,,M,,,,,,,,,,,,
Marjorie Main,Tomlinson,Mary,F,character,1933,1956,1890,1975,USA,,,,,,
Marne Maitland,Maitland,Marne,M,sinister oriental,1950,1976,1920,,India,,,,,,
Lee Majors,Majors,Lee,F,lead,1967,1981,1940,,USA,,,,,,
Eliot Makeham,Makeham,Eliot,M,character,1932,1956,1882,1956,Great Britain,,,,,,
Chris Makepeace,,,,,,,,,,,,,,,
Mako,,,M,character,1966,1981,,,Japan,,,,,,
Mala,Wyse,Ray,M,,1932,1952,1906,1952,Eskimo,,,,,,
Patrick Malahide,,,M,,,,,,,,,,,,
John Malcolm,,,M,,,,,,,,,,,,
Karl Malden,Sekulovich,Malden,M,police inspector,1940,1983,1913,,USA,,,,,,
Laurent Malet,,,M,,,,,,,,,,,,
John Malkovich,Malkovich,John,M,cool lead,1989,,,,USA,,,,,,
Miles Malleson,Malleson,Miles,M,long-lived lead,1931,1965,1888,1969,Great Britain,,,,,,
Tania Mallett,,,F,,,,,,,,,,,,
Boots Mallory,Mallory,Patricia,F,lead,1932,1937,1913,1958,USA,,,,,,
Gina Malo,Flynn,Janet,F,lead,1932,1940,1909,1963,USA,,,,,,
Dorothy Malone,Maloney,Dorothy,F,sultry blonde,1943,1980,1925,1993,USA,,,,,,
Eily Malyon,Malyon,Eily,,character,1934,1946,1879,1961,Great Britain,,,,,,
Nick Mancuso,Mancuso,Nick,M,heavy-set,1978,1983,1956,,Canada,,,,,,
Robert Mandan,,,M,,,,,,,,,,,,
Miles Mander,Mander,Lionel,M,character,1925,1946,1888,1946,Great Britain,,,,,,
Silvana Mangano,Mangano,Silvana,F,earthy beauty,1947,1987,1937,1989,Italy,,,,,,
Karin Mani,,,F,,,,,,,,,,,,
Hank Mann,Liebermann,David,M,gargantuan,1936,1940,1887,1971,USA,,,,,,
Guido Mannari,,,M,,,,,,,,,,,,
David Manners,deRyther Duan Acklom,Rauff,M,lead,1930,1936,1901,,Canada,,,,,,
Lucie Mannheim,Mannheim,Lucie,F,character,1935,1965,1895,1976,Germany,,,,,,
Ettori Manni,Manni,Ettori,M,,1952,1976,1927,1979,Italy,,,,,,
Irene Manning,Harvuot,Inez,F,lead,1937,1948,1917,,USA,,,,,,
Dinah Manoff,,,F,,,,,,,,,,,,
Jayne Mansfield,Palmer,Vera Jane,F,blonde, ample,1955,[34.254],1932,1967,USA,,,,,
Clelia Mantania,,,F,,,,,,,,,,,,
Paul Mantee,Marianetti,Paul,M,general purose,1964,1980,1936,,USA,,,,,,
Joe Mantell,,,M,,,,,,,,,,,,
Kiti Manver,,,F,,,,,,,,,,,,
Leslie Manville,,,,,,,,,,,,,,,
Linda Manz,Manz,Linda,F,lead,1978,1980,1961,,USA,,,,,,
David Manzy,,,M,,,,,,,,,,,,
Adele Mara,Delgado,Adelaida,F,lead,1942,1959,1923,,USA,,,,,,
Jean Marais,Marais-Villain,Jean,M,romantic, detective,1943,[4.777],1913,,France,,,,,
Marcel Marceau,Marceau,Marcel,M,mime,,,,,France,,,,,,
Sophie Marceau,Marceau,Sophie,F,teenager,1995,1999,1967,,France,,,,,,
Fredric March,Bickel,Frederick McIntyre,M,intelligent integrity,1929,1973,1897,1975,USA,,,,,,
Hal March,March,Hal,M,comic,1950,1964,1920,1970,USA,,,,,,
Jane March,March,Jane,F,sexy,1992,,1973,,Great Britain,,,,,,
Corinne Marchand,Marchand,Corinne,F,lead,1962,1970,1928,,France,,,,,,
Henri Marchand,Marchand,Henri,M,comedy,1931,1956,1898,1959,France,,,,,,
Nancy Marchand,,,F,,,,,,,,,,,,
Andrea Marcovicci,,,F,singer,,,,,USA,,,,,,
Theodore Marcuse,Marcuse,Theodore,M,shaven-pated,1965,1967,1920,1967,USA,,,,,,
Janie Mareze,Mareze,Janie,F,sr,1931,,,,France,,,,,,
Arthur Margetson,Margetson,Arthur,M,supporting,1931,1944,1897,1951,Great Britain,,,,,,
Margo,Boldao y Castillo,Marguerita Maria Guadelupe,F,dancer,1933,1963,1918,,Spain,,,,,,
