"movie_id",,"stage_name","role_type","role_description","role_name"
"ILa55","Coming to America","Eddie Murphy","cameo, role","barg","Clarence"
"ILa55","Coming to America","Eddie Murphy",,,"Randy Watson"
"ILa55","Coming to America","Frankie Faison",,"slum landlord",
"ILa55","Coming to America","John Amos",,"hamburger stand owner, Lisa's father",
"ILa55","Coming to America","Eriq LaSalle",,"Lisa's rich boyfriend","Darryl"
"ILa55","Coming to America","Vodie CurtisHall",,"subject, admirer",
"ILa55","Coming to America","Elaine Kagan",,"telegraph lady, gives advice",
"ILa55","Coming to America","Samuel L. Johnson",,"robber",
"ILa55","Coming to America","Garcelle Beauvais",,"rose bearer",
"ILa55","Coming to America","Feather",,"rose bearer",
"ILa55","Coming to America","Stephanie Simon",,"rose bearer",
"ILa55","Coming to America","Don Ameche","cameo, role","bum, receives money",
"ILa55","Coming to America","Ralph Bellamy","cameo, role","bum",
"ILa55","Coming to America","Louie Anderson",,"hasher",
"ILa62","Blues Brothers 2000","Dan Ackroyd",,"ex-con, restarts band","Elwood Blues"
"ILa62","Blues Brothers 2000","John Goodman",,"musician","Mighty Mack"
"ILa62","Blues Brothers 2000","Joe Morton",,"kid","Buster"
"ILa62","Blues Brothers 2000","Aretha Franklin",,,
"ILa62","Blues Brothers 2000","B.B. King",,"musician",
"ILb10","The Mermaids of Tiburon","George Rowe",,"biologist",
"ILb10","The Mermaids of Tiburon","Timothy Carey",,"kills skipper",
"ILb10","The Mermaids of Tiburon","Jose GonzalesGonzales",,"skipper, killed",
"ILb10","The Mermaids of Tiburon",,,"mermaid queen",
"ILb12","Aqua Sex","George Rowe",,"biologist",
"ILb12","Aqua Sex","Diane Webber",,"nude mermaid",
"ILb12","Aqua Sex","Timothy Carey",,"kills skipper",
"ILb12","Aqua Sex","Jose GonzalesGonzales",,"skipper, killed",
"ILb12","Aqua Sex","Vicki Kantenwine",,,
"ILb12","Aqua Sex","Nani Morisey",,,
"ILb12","Aqua Sex","Judy Edwards",,,
"ILb12","Aqua Sex","Jean Carroll",,,
"ILd10","Beverly Hills Cop 3","Eddie Murphy",,"cop","Axel Foley"
"ILd10","Beverly Hills Cop 3","Judge Reinhold",,"buddy. detective","Billy Rosewood"
"ILd10","Beverly Hills Cop 3","Timothy Carl Carol?",,"head of park security, crooked","Ellis deWald"
"ILd10","Beverly Hills Cop 3","Hector Elizondo",,"local cop",
"ILd10","Beverly Hills Cop 3","Stephen McHattie",,"theme park founder, shot:","Uncle Dave Thornton"
"ILd10","Beverly Hills Cop 3","Thelma? Randle",,"cute park security officer","Janice"
"ILd10","Beverly Hills Cop 3","Alan Young",,"friend, runs weapons boutique",
"ILd10","Beverly Hills Cop 3","John Saxon",,"FBI agent, in on scam",
"ILd10","Beverly Hills Cop 3","Bronson Pinchot",,"mentor cop, killedn","Serge"
"ILd10","Beverly Hills Cop 3","Dan Martin",,,
"ILd10","Beverly Hills Cop 3","Milton Winston",,,
"IlE10","My Twentieth Century","Dorotha Segda",,"shy anarchist",
"IlE10","My Twentieth Century","Dorotha Segda",,"flirtatious sister",
"IlE10","My Twentieth Century","Oleg Jankowski","love interest",,
"ILf10","Man's Best Friend","Ally Sheedy",,"TV reporter, has possessive dog",
"ILf10","Man's Best Friend","Katie Roiphe",,,
"ILf10","Man's Best Friend","Camille Paglia",,,
"ILf10","Man's Best Friend","Elizabeth Marshall Thomas",,,
"ILf10","Man's Best Friend","Lancd Henriksen",,"bad owner of labrador",
"IlM5","Emanuelle, the Seductress","Laura Gemser",,,
"IlM5","Emanuelle, the Seductress","Tim Gabrille",,,
"IlM5","Emanuelle, the Seductress","Livia Rosso",,,
"IlM5","Emanuelle, the Seductress","Harris Stern",,,
"IlM5","Emanuelle, the Seductress","Nadia Neri",,,
"IlM10","Tiffany","Claire Williams",,"publishers assistant",
"IlM10","Tiffany","Herbert Nofar",,"publisher",
"IlM10","Tiffany","Ann Zarno",,"cover girl",
"IlM10","Tiffany","Tony Scopoleto",,"local boy",
"IlM10","Tiffany",,,"weird hippie",
"ILn10","The Great Smokey Roadblock","Henry Fonda",,"truckdriver",
"ILn10","The Great Smokey Roadblock","Susan Sarandon",,,
"ILn10","The Great Smokey Roadblock","Eileen Brennan",,,
"ILn10","The Great Smokey Roadblock","John Byner",,,
"ILs10","The Chameleons","Deidre Holland",,,
"ILs10","The Chameleons","Ashlin Gere",,,
"ILs10","The Chameleons","Rocco Siffredi",,,
"ILs10","The Chameleons","John Dough",,,
"ILs10","The Chameleons","A.J. Sparxx",,,
"ILs10","The Chameleons","Chiara Mastroianni",,,"errorT(Chameleon)/error"
"ILt17","A Bug's Life","Phyllis Diller","Nar",,
"ILt18","Toy Story 2","Tom Hanks","Nar","cowboy",
"ILt18","Toy Story 2","Tim Allen","Nar",,
"ILt18","Toy Story 2","Kelsey Grammer","Nar",,
"ILt18","Toy Story 2","Don Rickles","Nar",,
"ILy10","Night Train","John Hurt",,"virgin boarder, ex-accountant, thief, plays with train set",
"ILy10","Night Train","Brenda Blethlyn",,"virginal landlady",
"ILy10","Night Train","Pauline Flanagan",,"landlady's dyspeptic meddling mother",
"ILy10","Night Train",,,"old buddy, threatens to expose boarder",
"IMd10","E-than Frome","Liam Neeson",,"tough","E-than Frome"
"IMd10","E-than Frome","Joan Allen",,"shrewish wife","Zeena"
"IMd10","E-than Frome","Patricia Arquette",,"caretaker cousin, temptress","Mattie Silver"
"IMd12","Golden Gate","Matt Dillon",,"FBI agent, convicts laundryman, romances daughter",
"IMd12","Golden Gate","Joan Chen",,"daughter",
"IMd12","Golden Gate","Bruno Kirby",,,
"IMd12","Golden Gate","Stan Egi",,,
"IMd12","Golden Gate","Tzi Ma",,,
"IMd12","Golden Gate","Teri Polo",,,
"IMd16","Mrs. Brown","Judi Dench",,"aging queen","Victoria"
"IMd16","Mrs. Brown","Bill Conolly",,"horseman servant, lover","John Brown"
"IMd16","Mrs. Brown","Antony Sher",,"prime minister, upset:","Disraeli"
"IMd16","Mrs. Brown","Geoffrey Palmer",,"queen's private secretary","Sir Henry Ponsonby"
"IMd17","Shakespeare in Love","Joseph Fiennes",,"playwright with writer's block, falls for Viola","William Shakespeare"
"IMd17","Shakespeare in Love","Gwyneth Paltrow",,"theater fan, heiress, disguises as a boy","Viola de Lesseps"
"IMd17","Shakespeare in Love","Geoffrey Rush",,"producer","Philip Henslowe"
"IMd17","Shakespeare in Love","Colin Firth",,"Viola's fiancee, to go to Virginia, deceived","Lord Wessex"
"IMd17","Shakespeare in Love","Simon Callow",,"corrupt Master of the Revels",
"IMd17","Shakespeare in Love","Rupert Everett",,"accomplished competing writer, genius","Christopher Marlowe"
"IMd17","Shakespeare in Love","Martin Clunes",,"actor","Richard Burbage"
"IMd17","Shakespeare in Love","Ben Affleck",,"actor","Ned Alleyn"
"IMd17","Shakespeare in Love","Judi Dench","ruler","intelligent aging queen","Elizabeth"
"IMd17","Shakespeare in Love","Joe Roberts",,"young writer","John Webster"
"IMd17","Shakespeare in Love","Imelda Staunton",,"Viola's faithful, suportive nurse",
"IMd17","Shakespeare in Love","Sandra Reinton",,"fickle wench","Rosalie"
"IMd17","Shakespeare in Love","Tom Wilkinson",,"money man","Hugh Teddyman"
"IMd17","Shakespeare in Love","Mark Williamson",,,
"IMd17","Shakespeare in Love","Steven Beard",,"preacher, converted","Makepeace"
"IMd17","Shakespeare in Love","Anthony Sher",,"doctor, tries to cure Shakespeare's block",
"IMd17","Shakespeare in Love","Paul Bigley",,"stage manager","Peter"
"IMd17","Shakespeare in Love","Jill Baker",,"Viola's mother",
"IMd17","Shakespeare in Love","Nicholas lePrevost",,"iola's father, insists on marrying her off to Wessex","Sir Robert de Lesseps"
"IMi1","Dillinger","Warren Oates",,,
"IMi1","Dillinger","Michelle Phillips",,,
"IMi1","Dillinger","Richard Dreyfuss",,,
"IMi1","Dillinger","Cloris Leachman",,,
"IMi4","Conan the Barbarian","Arnold Schwarzenegger",,"orphan",
"IMi4","Conan the Barbarian","James Earl Jones",,,
"IMi4","Conan the Barbarian","Max vonSydow",,,
"IMi4","Conan the Barbarian","Sandahl Bergman",,,
"IMi4","Conan the Barbarian","Gerry Lopez",,,
"IMi4","Conan the Barbarian","Mako",,,
"IMi10","Red Dawn","Patrick Swayze","crookd","brave teenager",
"IMi10","Red Dawn","C. Thomas Howell",,,
"IMi10","Red Dawn","Lea Thompson",,"teenager",
"IMi10","Red Dawn","Charlie Sheen",,"Russian invader","errorR(An)/error"
"IMi10","Red Dawn","Darren Dalton",,,
"IMi10","Red Dawn","Jennifer Grey",,,
"IMi10","Red Dawn","Ben Johnson",,,
"IMi10","Red Dawn","Harry Dean Stanton",,,
"IMi10","Red Dawn","Ron ONeal",,,
"IMi10","Red Dawn","Vladek Sheybal",,,
"IMi10","Red Dawn","Powers Boothe",,,
"IML100","Jonathan","Douglas Kennedy",,"widower, poisoned in error",
"IML100","Jonathan","Corey Allen",,"son, wants to poison stepmother",
"IML100","Jonathan","Nancy Kulp",,"nurse",
"IML101","Crackpot","Biff McGuire","suspect","bridegroom, escaping",
"IML101","Crackpot","Mary Scott","innocent","bride",
"IML101","Crackpot","Robert Emhardt","psychopath","fat, gracious stranger, gets mad, turns out to be detective",
"IML101","Crackpot","Phil Yarnis",,"room clerk",
"IML101","Crackpot","Raymond Guth",,,
"IML102","Malice Domestic","Ralph Meeker","villain","writer husband, has attacks, poisoner",
"IML102","Malice Domestic","Phyllis Thaxter","suspect, victim","sculptor wife, nags, suspect, dies",
"IML102","Malice Domestic",,,"doctor, suspicious",
"IML102","Malice Domestic",,,"dog ownwer, moves away",
"IMN10","Henry: Portrait of a Serial Killer","Michael Rooker",,"beefy murderer","Henry Lee Lucas"
"IMN10","Henry: Portrait of a Serial Killer","Tom Towles",,"roommate, gets to participate","Otis"
"IMN10","Henry: Portrait of a Serial Killer","Tracy Arnold",,"Otis' sister","Becky"
"IMN12","Sex, Drugs, Rock and Roll","Eric Bogosian",,,"errorten/error"
"IMN15","Mad Dog and Glory","Uma Thurman",,,
"IMN15","Mad Dog and Glory","Robert deNiro",,"timid police photographer, saves gangster, falls for Glory","Wayne, Mad Dog Dobie"
"IMN15","Mad Dog and Glory","Uma Thurman",,"barmaid, one-week thank-yopu present","Glory"
"IMN15","Mad Dog and Glory","Bill Murray",,"smoothy gangster, wants Glory back or 40K dollars","Milo"
"IMN15","Mad Dog and Glory","David Caruso",,"helpful cop",
"IMN15","Mad Dog and Glory",,,"rough cop",
"IMN15","Mad Dog and Glory","Kathy baker",,"roughed-up neighbor",
"IMN15","Mad Dog and Glory","Tom Towles",,"bodyguard","Harold"
"IMR10","Kid","C.Thomas Howell",,"revenging kid, recalls parent's murder",
"IMR10","Kid","Sarah Trygger",,"killer's sympathetic daughter",
"IMR10","Kid","Brian Austin Green",,"killer's rock music loving daughter",
"IMR10","Kid","Dale Dye",,"town's crooked sherrif",
"IMR10","Kid","Michael Bowen",,"killer, settled near town",
"IMR10","Kid","Dannon Martin",,,"errorSp(An)/error"
"IMR10","Kid","Tony Eppley",,,"errorSp(An)/error"
"IMR10","Kid","Don Collier",,"redneck townie",
"IMR10","Kid","Peter Abrams",,,
"IMR10","Kid","Mescalito","animal","dog",
"IMS20","Back Street","Irene Dunne",,"patient mistress","Ray Smith"
"IMS20","Back Street","John Boles",,"banker, Ray's lover, marries rich girl",
"IMS20","Back Street","June Clyde",,"Ray's sister, distracts Ray","Freeda"
"IMS20","Back Street","Doris Lloyd",,"banker's wife",
"IMS20","Back Street","George Meeker",,"patient admirer, inventor, twice rejected",
"IMS20","Back Street","Zasu Pitts",,"landlady","Mrs.~Dole"
"IMS20","Back Street","Paul Weigel",,"father","Adolphe Schmidt"
"IMS20","Back Street","Jane Darwell",,"frustrated stepmother",
"IMS20","Back Street","Shirley Casey",,"neighbor, also has married lover",
"IMS20","Back Street","William Bakeswell",,"son of banker, realizes love","errorSp(An)/error"
"IMS20","Back Street","Arletta Duncan",,"daughter-in-law",
"IMS20","Back Street","James Donlan",,"friendly salesman","Photero"
"IMS20","Back Street","Walter Catlett",,"aggressive salesman","Kalit"
"IMS20","Back Street","Robert McWage",,"old banker","Felix"
"IMS25","Imitation of Life","Claudette Colbert",,"enterprising cook, denies source of recipe",
"IMS25","Imitation of Life","Warren William",,"fiancee","Linden"
"IMS25","Imitation of Life","Louise Beavers",,"black mother, cook's helper, has family recipe",
"IMS25","Imitation of Life","Ned Sparks",,,
"IMS25","Imitation of Life","Rochelle Hudson",,"daughter, denies black heritage",
"IMS25","Imitation of Life","Fredi Washington",,"cook's daughter",
"IMS25","Imitation of Life","Alan Hale",,,
"IMS25","Imitation of Life","Henry Armetta",,,
"IMS25","Imitation of Life","Franklin Pangborn",,,
"IMS25","Imitation of Life","Noel Francis",,,
"IMS25","Imitation of Life","Hazel Washington",,,
"IMS25","Imitation of Life","Madame SulTeWan",,,
"IMS25","Imitation of Life","Hattie McDaniel",,,
"IMS25","Imitation of Life","Henry Kolker",,,
"IMS30","Magnificent Obsession","Irene Dunne",,"widowed, blinded","AAN"
"IMS30","Magnificent Obsession","Robert Taylor",,"causes accident, redeems himself as surgeon",
"IMS30","Magnificent Obsession","Ralph Morgan",,,
"IMS30","Magnificent Obsession","Sara Haden",,,
"IMS30","Magnificent Obsession","Theodore vonEltz",,,
"IMS30","Magnificent Obsession","Charles Butterworth",,"funny",
"IMS30","Magnificent Obsession","Betty Furness",,,
"IMS30","Magnificent Obsession","Arthur Hoyt",,,
"IMS30","Magnificent Obsession","Gilbert Emery",,,
"IMS30","Magnificent Obsession","Arthur Treacer",,,
"IMS40","When Tomorrow Comes","Charles Boyer",,"concert pianist",
"IMS40","When Tomorrow Comes","Irene Dunne",,"waitress, falls for pianist",
"IMS40","When Tomorrow Comes","Barbara ONeill",,"pianist's wife",
"IMS40","When Tomorrow Comes","Nydia Westman",,,
"IMS50","Holy Matrimony","Monty Wooly",,"painter, knighted, pretends to have died",
"IMS50","Holy Matrimony","Gracie Fields",,,
"IMS50","Holy Matrimony","Laird Cregar",,,
"IMS50","Holy Matrimony","Eric Blore",,,
"IMS50","Holy Matrimony","Una OConnor",,,
"IMS50","Holy Matrimony",,,"valet, dies, buried in Westminster Abbey",
"IMS55","The Keys of the Kingdom","Anne Revere",,,
"IMS60","Leave Her to Heaven","Gene Tierney",,"beautiful, but evil andH selfish, unhappy suicide","AAN"
"IMS60","Leave Her to Heaven","Cornel Wilde",,"suffering writer husband",
"IMS60","Leave Her to Heaven","Jaenne Crain",,,
"IMS60","Leave Her to Heaven","Vincent Price",,,
"IMS60","Leave Her to Heaven","Mary Phillips",,,
"IMS60","Leave Her to Heaven","Ray Collins",,,
"IMS60","Leave Her to Heaven","Gene Lockhart",,"brother-in-law, drowns","errorR(An)/error"
"IMS60","Leave Her to Heaven","Reed Hadley",,,
"IMS60","Leave Her to Heaven","Chill Wills",,,
"IMT10","Die Hard","Bruce Willis",,"tough New York cop",
"IMT10","Die Hard","Bonnie Bedelia",,"wife, hostage",
"IMT10","Die Hard","Alan Rickman",,"European terrorist",
"IMT10","Die Hard","Reginal Veljohnson",,"teddybearish black cop",
"IMT10","Die Hard","Alexander Godonov",,"terrorist",
"IMT10","Die Hard","Paul Gleason",,,
"IMT15","Hunt for Red October","Sean Connery",,"cunning Soviet captain of Red October attack submarine, defects","Ramius"
"IMT15","Hunt for Red October","Alec Baldwin",,"intelligence courier","errorR(An)/error"
"IMT15","Hunt for Red October","Josuckland",,"science writer, ex-sub driver","Dr.Ryan"
"IMT15","Hunt for Red October","Tim Curry",,"US sub captain","errorR(An)/error"
"IMT15","Hunt for Red October","Rita Firt",,,"errorSp(An)/error"
"IMT15","Hunt for Red October","James Earl Jones",,"intelligence officer","errorR(An)/error"
"IMT15","Hunt for Red October","Jeffrey Gere",,"national security advisor","errorSp(An)"
"IMT15","Hunt for Red October","Richard Jordan",,"sonar operator","errorR(An)/error"
"IMT15","Hunt for Red October","Sam Neil",,"captain of pursing Russian sub Konalov","Tupolev"
"IMT15","Hunt for Red October","Skeggs",,,"errorSp(An)/error"
"IMT15","Hunt for Red October","Fred Dalton",,,
"IMT15","Hunt for Red October","Courtney B. Vance",,,"errorSp(An)/error"
"IMT15","Hunt for Red October","Anthony Peck",,"president","errorR(An)/error"
"IMT15","Hunt for Red October","Ronald Guttman",,"Russian sub officer",
"IMT15","Hunt for Red October","Fred Thompson","ruler","admiral",
"IMT15","Hunt for Red October",,,"Russian ambassador","Andrej"
"IMT20","Medicine Man","Sean Connery","crookt","jungle doctor, discovers cancer cure","Roberto"
"IMT20","Medicine Man","Lorraine Bracco","savior","helper, boss","Bronx"
"IMT20","Medicine Man","Bekana Santos Kaiapo",,"Indian child, saved",
"IMT20","Medicine Man","Edinei Maria Serrio DosSantos",,"child's mother",
"IMT20","Medicine Man","Elias Monteiro daSilva","sidekick","Indian aide",
"IMT20","Medicine Man","Timmerman",,"road builder","errorR(An)/error"
"IMT22","Last Action Hero","Arnold Schwarzenegger",,"rogue movie cop","Frank Slater"
"IMT22","Last Action Hero","Austin OBrien",,"kid, watches movie","Danny Madigan"
"IMT22","Last Action Hero","F.Murray Abraham",,"bad guy, accused of killing Mo Zart",
"IMT22","Last Action Hero","Charles Dance",,"hit man",
"IMT22","Last Action Hero","Frank McRae",,,
"IMT22","Last Action Hero","Tom Noonan",,,
"IMT22","Last Action Hero","Robert Prosky",,"aged projectionist","Nick"
"IMT22","Last Action Hero","Joan Plowright",,"Danny's teacher",
"IMT22","Last Action Hero","Anthony Quinn",,"mobster",
"IMT22","Last Action Hero","Mercedes Ruehl",,"Danny's mother",
"IMT22","Last Action Hero","Art Carney","cameo, role",,
"IMT22","Last Action Hero","Ian McKellen","cameo, role",,
"IMT22","Last Action Hero","Tina Turner","cameo, role",,
"IMT22","Last Action Hero","Sharon Stone","cameo, role",,
"IMT22","Last Action Hero","Maria Shriver","cameo, role",,
"IMT24","Intersection","Sharon Stone",,"wife, dumped, recovers",
"IMT24","Intersection","Richard Gere",,"husband",
"IMT24","Intersection",,,"voluptuous writer, new love",
"IMT29","The Thomas Crown Affair","Pierce Brosnan",,"financier, smug thief","Thomas Crown"
"IMT29","The Thomas Crown Affair","Renee Russo",,"sharp, sassy insurance investigator, falls for Thomas","Katherine"
"IMT29","The Thomas Crown Affair","Steve McQueen","cameo, role",,
"IMT29","The Thomas Crown Affair","Renee Leary",,"artist, copies pantings, Thomas' stepdaughter","McCase"
"IMT29","The Thomas Crown Affair","Ben Gazarra",,"police detective","Michael"
"IMT29","The Thomas Crown Affair","Frankie Faison",,,
"IMT29","The Thomas Crown Affair",,,,
"IMT29","The Thomas Crown Affair","Fritz Weaver",,,
"IMT29","The Thomas Crown Affair","Charles Korvin",,,"errorSp(An)/error"
"IMT29","The Thomas Crown Affair","Ilona Margolis",,,
"IMT29","The Thomas Crown Affair","Faye Dunaway",,"Thomas' confidante",
"IMu10","Aladdin","Robin Williams","Nar","genie, imitates many","Arsenio Hall, Willam F. Buckley~jr."
"IMu10","Aladdin","Scott Weinger","Nar","hero, street urchin","Aladdin"
"IMu10","Aladdin","Douglas Seale","ruler\Nar","benevolent sultan",
"IMu10","Aladdin","Linda Larkin","Nar","sultan's daughter","Jasmine"
"IMu10","Aladdin","Jonathan Freeman","Nar","power-hungry vizier","Jafar"
"IMu10","Aladdin","Gilbert Gottfried","Nar","nast parrot","Iago"
"IMu10","Aladdin","Robin Williams","Nar",,"Genie"
"IMu10","Aladdin",,"Nar","pet monkey","Abu"
